filename,ingredient_name,specifications,attribute,target,tolerance,sampling,testmethod
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,Negative, BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,As requested
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,"", BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,""
"Acid, Fumaric, Powder Subs 44642.xlsx"," Acid, Fumaric, Powder Subs 44642", MICROBIOLOGICAL CRITERIA,CERTIFICATE OF ANALYSIS REQUIREMENTS,null,"", BAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalentBAM or AOAC equivalent,""
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Moisture, <= 0.12 %,Lower limit 0 % Upper limit: 1%,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Particle Size, <= 0.12 %<5% on 30 mesh <5% through 100 mesh,"",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Assay, <= 0.12 %<5% on 30 mesh <5% through 100 mesh,Lower limit 99.5 % Upper limit: 100.5 %,Each lot,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Residue on ignition, <= 0.12 %<5% on 30 mesh <5% through 100 mesh,Upper limit 0.05 %,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Oxalate/Oxalic Acid, <= 0.12 %<5% on 30 mesh <5% through 100 mesh,Upper limit 0.036 %,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", FUNCTIONAL SPECIFICATIONS,Sulfites,"",Upper limit 0.015 %,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Pesticides and Residues,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Arsenic,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Cadmium,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Lead,0 ppm,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,null,"1,000", As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,"Aflatoxin, total",<= 5 ppb,Upper limit 5 ppb,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,"Mycotoxins, OTHER THAN ALFATOXIN",0 ppb,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Extraneous Material,Free from adulterants,"Must conform with FDA Defect Action Levels (DALS) where applicable or Canadian equivalent (e.g., chocolate liquor, cocoa, wheat flour)",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Foreign Material,Free from adulterants,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Free from adulterants,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder,"Must conform to all applicable federal, state, and provincial laws, rules, regulations, codes, & guidelines",As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey approved method or AOAC equivalent
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testingShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testingShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testingShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", |    ANALYTICAL SPECIFICATIONS    |null,Color/Appearance,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testingShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,Solid white crystalline powder, <= 0.12 %<5% on 30 mesh <5% through 100 meshShall not differ significantly in similarity to control testingShall not differ significantly in similarity to control testing,As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,Solid white crystalline powder,"1,000",As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,Solid white crystalline powder,"1,000",As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,Solid white crystalline powder,"1,000",As requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,APC,null,"1,000", As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,"1,000", As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,100, As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,100, As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,100, As requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Yeast,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Mold,null,100, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,100, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Coliform,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,10/G Max, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,E. coli,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
"Acid, Citric, Granular, Non-GMO, Anhydrous Subs 1020791.xlsx"," Acid, Citric, Granular, Anhydrous, Non-GMO PV Subs 1020791", MICROBIOLOGICAL CRITERIA,Salmonella,null,Negative, As requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requestedAs requested,Hershey Sensory Evaluation
